ncbi_gene_id,name,landmark,gene_orientation,gene_start,gene_end,sum,len,all_sum,row_id,intron_count
100170228,SNAR-G2,chr19,R,49031668,49031787,31589439,119,31589439,18892,0
100170229,SRRM5,chr19,F,43612100,43614498,31591837,2398,31591837,18893,0
100170765,ERICH4,chr19,F,41443157,41444765,31593445,1608,31593445,18894,1
100189006,TRT-AGT1-3,chr19,F,33177056,33177130,31593519,74,31593519,18895,0
100189195,TRN-GTT2-6,chr19,F,1383562,1383636,31593593,74,31593593,18896,0
100189306,TRF-GAA1-4,chr19,R,1383361,1383434,31593666,73,31593666,18897,0
100189324,TRI-TAT1-1,chr19,R,39412167,39412260,31593759,93,31593759,18898,1
100189416,TRV-CAC3-1,chr19,R,4724634,4724707,31593832,73,31593832,18899,0
100191063,SNAR-A14,chr19,R,50097825,50097946,31593953,121,31593953,18900,0
100271846,ERVV-2,chr19,F,53044737,53051127,31600343,6390,31600343,18901,1
100271849,MEF2B,chr19,R,19145566,19170289,31625066,24723,31625066,18902,8
100287177,C19orf83,chr19,F,45641493,45642840,31626413,1347,31626413,18903,2
100287226,ZNF729,chr19,F,22286449,22317176,31657140,30727,31657140,18904,3
100287477,LOC100287477,chr19,R,50058265,50060497,31659372,2232,31659372,18905,1
100288123,LOC100288123,chr19,F,1822088,1824543,31661827,2455,31661827,18906,2
100289333,LOC100289333,chr19,F,12195014,12207574,31674387,12560,31674387,18907,1
100289650,LOC100289650,chr19,F,42821862,42826878,31679403,5016,31679403,18908,3
100293516,ZNF587B,chr19,F,57830293,57846238,31695348,15945,31695348,18909,3
100302127,MIR1470,chr19,F,15449547,15449608,31695409,61,31695409,18910,0
100302179,MIR1270,chr19,R,20399271,20399354,31695492,83,31695492,18911,0
100302205,MIR1283-2,chr19,F,53758231,53758318,31695579,87,31695579,18912,0
100302210,MIR1909,chr19,R,1816158,1816238,31695659,80,31695659,18913,0
100302213,MIR1181,chr19,R,10403457,10403538,31695740,81,31695740,18914,0
100302226,MIR1238,chr19,F,10552121,10552204,31695823,83,31695823,18915,0
100302255,MIR1323,chr19,F,53671967,53672040,31695896,73,31695896,18916,0
100302265,MIR1283-1,chr19,F,53688480,53688567,31695983,87,31695983,18917,0
100302283,MIR1227,chr19,R,2234061,2234149,31696071,88,31696071,18918,0
100379224,LOC100379224,chr19,R,44105338,44113183,31703916,7845,31703916,18919,1
100420587,LOC100420587,chr19,R,28435387,28727694,31996223,292307,31996223,18920,9
100422832,MIR3191,chr19,R,47226943,47227019,31996299,76,31996299,18921,0
100422833,MIR3188,chr19,F,18282076,18282161,31996384,85,31996384,18922,0
100422854,MIR3187,chr19,F,813583,813653,31996454,70,31996454,18923,0
100422899,MIR3190,chr19,F,47226941,47227021,31996534,80,31996534,18924,0
100422913,MIR320E,chr19,R,46709292,46709345,31996587,53,31996587,18925,0
100422919,MIR1302-11,chr19,F,71972,72110,31996725,138,31996725,18926,0
100422925,MIR4322,chr19,F,10230412,10230485,31996798,73,31996798,18927,0
100422943,MIR3189,chr19,F,18386561,18386634,31996871,73,31996871,18928,0
100422979,MIR4324,chr19,R,49308796,49308868,31996943,72,31996943,18929,0
100422980,MIR4323,chr19,R,42133444,42133513,31997012,69,31997012,18930,0
100423031,MIR4321,chr19,F,2250638,2250718,31997092,80,31997092,18931,0
100500845,MIR642B,chr19,R,45674931,45675008,31997169,77,31997169,18932,0
100500888,MIR3940,chr19,R,6416409,6416511,31997271,102,31997271,18933,0
100505495,PCAT19,chr19,R,41454168,41500644,32043747,46476,32043747,18934,3
100505555,LOC100505555,chr19,R,9787405,9793381,32049723,5976,32049723,18935,1
100505585,LOC100505585,chr19,F,41928819,41930136,32051040,1317,32051040,18936,1
100505622,LOC100505622,chr19,F,42132628,42137099,32055511,4471,32055511,18937,2
100505681,NAPA-AS1,chr19,F,47484281,47501597,32072827,17316,32072827,18938,3
100505715,LOC100505715,chr19,R,43891803,43901803,32082827,10000,32082827,18939,2
100505812,CARD8-AS1,chr19,F,48255674,48258194,32085347,2520,32085347,18940,1
100505835,LINC01532,chr19,F,29002554,29013955,32096748,11401,32096748,18941,4
100505851,LOC100505851,chr19,R,23937828,23957930,32116850,20102,32116850,18942,3
100506012,PPP5D1,chr19,R,46480787,46601200,32237263,120413,32237263,18943,4
100506033,PTOV1-AS1,chr19,R,49838644,49851676,32250295,13032,32250295,18944,3
100506068,DACT3-AS1,chr19,F,46660363,46677456,32267388,17093,32267388,18945,4
100506114,LOC100506114,chr19,R,50486559,50488086,32268915,1527,32268915,18946,1
100506374,LOC100506374,chr19,F,56264259,56310454,32315110,46195,32315110,18947,14
100506469,TMEM147-AS1,chr19,R,35540737,35546029,32320402,5292,32320402,18948,3
100506634,LOC100506634,chr19,R,58403203,58408457,32325656,5254,32325656,18949,1
100506930,LINC00665,chr19,R,36313060,36331718,32344314,18658,32344314,18950,7
100507003,GFY,chr19,F,49421317,49428977,32351974,7660,32351974,18951,5
100507290,ZNF865,chr19,F,55613592,55618545,32356927,4953,32356927,18952,0
100507373,LOC100507373,chr19,F,14137151,14171264,32391040,34113,32391040,18953,2
100507433,ZNF571-AS1,chr19,F,37548948,37587348,32429440,38400,32429440,18954,7
100507527,THEG5,chr19,F,31588188,31593550,32434802,5362,32434802,18955,3
100507567,RAB11B-AS1,chr19,R,8374375,8390691,32451118,16316,32451118,18956,2
100507588,TGFBR3L,chr19,F,7915454,7919097,32454761,3643,32454761,18957,3
100529215,ZNF559-ZNF177,chr19,F,9324225,9382617,32513153,58392,32513153,18958,12
100529240,ZNF816-ZNF321P,chr19,R,52927134,52962911,32548930,35777,32548930,18959,4
100529262,MIA-RAB4B,chr19,F,40775536,40796944,32570338,21408,32570338,18960,9
100529264,RAB4B-EGLN2,chr19,F,40778218,40808441,32600561,30223,32600561,18961,6
100529855,ZNF625-ZNF20,chr19,R,12131349,12156731,32625943,25382,32625943,18962,3
100533990,APOC4-APOC2,chr19,F,44942237,44949565,32633271,7328,32633271,18963,5
100616163,MIR4530,chr19,R,39409622,39409678,32633327,56,32633327,18964,0
100616168,MIR4754,chr19,R,58386769,58386858,32633416,89,32633416,18965,0
100616171,MIR4752,chr19,F,54282108,54282180,32633488,72,32633488,18966,0
100616185,MIR371B,chr19,R,53787676,53787742,32633554,66,32633554,18967,0
100616313,MIR4749,chr19,F,49854590,49854651,32633615,61,32633615,18968,0
100616314,MIR4750,chr19,F,49888174,49888230,32633671,56,32633671,18969,0
100616337,MIR4747,chr19,F,4932686,4932740,32633725,54,32633725,18970,0
100616355,MIR4531,chr19,R,44653685,44653732,32633772,47,32633772,18971,0
100616371,MIR4746,chr19,F,4445977,4446048,32633843,71,32633843,18972,0
100616425,MIR4748,chr19,F,10780253,10780335,32633925,82,32633925,18973,0
100616459,MIR4745,chr19,F,804939,805001,32633987,62,32633987,18974,0
100616483,MIR4751,chr19,F,49933063,49933137,32634061,74,32634061,18975,0
100631378,LOC100631378,chr19,R,37823721,37855196,32665536,31475,32665536,18976,5
100652909,LINC00904,chr19,R,34892028,34898943,32672451,6915,32672451,18977,2
100652911,LOC100652911,chr19,F,34905285,34908191,32675357,2906,32675357,18978,1
100847016,MIR5695,chr19,F,12920319,12920404,32675442,85,32675442,18979,0
100847049,MIR4999,chr19,R,8389289,8389380,32675533,91,32675533,18980,0
100847070,MIR5196,chr19,F,35345512,35345627,32675648,115,32675648,18981,0
100847071,MIR5684,chr19,F,12787127,12787192,32675713,65,32675713,18982,0
100847074,MIR5088,chr19,F,49682116,49682195,32675792,79,32675792,18983,0
100847093,MIR5589,chr19,F,10038353,10038413,32675852,60,32675852,18984,0
100862728,UPK1A-AS1,chr19,R,35667947,35673291,32681196,5344,32681196,18985,1
100874085,NUCB1-AS1,chr19,R,48910929,48918891,32689158,7962,32689158,18986,1
100996288,LOC100996288,chr19,R,9834078,9835147,32690227,1069,32690227,18987,1
100996307,LIPE-AS1,chr19,F,42397147,42652355,32945435,255208,32945435,18988,3
100996349,LOC100996349,chr19,F,22608015,22608501,32945921,486,32945921,18989,0
100996351,LOC100996351,chr19,R,3141575,3155175,32959521,13600,32959521,18990,3
100996665,LINC01533,chr19,F,32025861,32048899,32982559,23038,32982559,18991,5
100996681,LOC100996681,chr19,F,33553112,33557506,32986953,4394,32986953,18992,2
101059948,LOC101059948,chr19,R,49018247,49019484,32988190,1237,32988190,18993,2
101060177,LOC101060177,chr19,F,52588525,52621724,33021389,33199,33021389,18994,4
101060181,LOC101060181,chr19,R,12247243,12267038,33041184,19795,33041184,18995,3
101060187,LOC101060187,chr19,R,19745228,19753407,33049363,8179,33049363,18996,2
101180976,IFNL4,chr19,R,39246313,39248856,33051906,2543,33051906,18997,4
101669766,ZNF350-AS1,chr19,F,51949133,51981367,33084140,32234,33084140,18998,2
101927151,LOC101927151,chr19,F,27793466,27806782,33097456,13316,33097456,18999,3
101927210,LOC101927210,chr19,R,28491863,28632728,33238321,140865,33238321,19000,1
101927254,LOC101927254,chr19,R,31149949,31232298,33320670,82349,33320670,19001,4
101927277,LOC101927277,chr19,R,31588039,31595720,33328351,7681,33328351,19002,1
101927411,LOC101927411,chr19,R,32102087,32105916,33332180,3829,33332180,19003,3
101927522,LOC101927522,chr19,R,35418953,35434707,33347934,15754,33347934,19004,4
101927572,LOC101927572,chr19,F,36014498,36045997,33379433,31499,33379433,19005,3
101927599,ZNF529-AS1,chr19,F,36573069,36594716,33401080,21647,33401080,19006,5
101927621,LINC01534,chr19,R,36685438,36687449,33403091,2011,33403091,19007,2
101927667,LINC01535,chr19,F,37251884,37265535,33416742,13651,33416742,19008,9
101927720,ZNF793-AS1,chr19,R,37497158,37507087,33426671,9929,33426671,19009,2
101927931,LINC01480,chr19,F,41535497,41536904,33428078,1407,33428078,19010,2
101928063,LOC101928063,chr19,R,43996895,44002870,33434053,5975,33434053,19011,2
101928238,LOC101928238,chr19,F,9538738,9539728,33435043,990,33435043,19012,1
101928295,LOC101928295,chr19,R,49368704,49388081,33454420,19377,33454420,19013,2
101928344,LOC101928344,chr19,R,204024,246533,33496929,42509,33496929,19014,18
101928378,PTOV1-AS2,chr19,R,49856464,49859289,33499754,2825,33499754,19015,4
101928450,LOC101928450,chr19,R,781001,782290,33501043,1289,33501043,19016,1
101928464,LOC101928464,chr19,F,11987602,12046276,33559717,58674,33559717,19017,7
101928517,LOC101928517,chr19,R,51152922,51181966,33588761,29044,33588761,19018,4
101928543,LOC101928543,chr19,R,1763692,1781351,33606420,17659,33606420,19019,7
101928571,ZNF649-AS1,chr19,F,51888024,51900464,33618860,12440,33618860,19020,2
101928572,LOC101928572,chr19,F,2302314,2304225,33620771,1911,33620771,19021,1
101928574,LOC101928574,chr19,R,12207434,12242746,33656083,35312,33656083,19022,7
101928602,LOC101928602,chr19,R,2458936,2462185,33659332,3249,33659332,19023,1
101928631,LOC101928631,chr19,R,2908627,2926778,33677483,18151,33677483,19024,4
101928804,LOC101928804,chr19,R,54769421,54771064,33679126,1643,33679126,19025,2
101928844,LOC101928844,chr19,F,5847466,5858239,33689899,10773,33689899,19026,3
101928845,LOC101928845,chr19,F,14333741,14343913,33700071,10172,33700071,19027,1
101928872,LOC101928872,chr19,F,6066875,6077118,33710314,10243,33710314,19028,1
101928886,LOC101928886,chr19,F,56066683,56078801,33722432,12118,33722432,19029,3
101928926,LOC101928926,chr19,F,19763516,19789213,33748129,25697,33748129,19030,6
101928982,LOC101928982,chr19,R,56536157,56538750,33750722,2593,33750722,19031,3
101929007,LOC101929007,chr19,R,21587404,21594699,33758017,7295,33758017,19032,1
101929059,ZIM2-AS1,chr19,F,56765321,56799646,33792342,34325,33792342,19033,3
101929060,LOC101929060,chr19,R,301436,304505,33795411,3069,33795411,19034,1
101929097,LOC101929097,chr19,R,2511217,2513571,33797765,2354,33797765,19035,2
101929124,LOC101929124,chr19,R,22520994,22527949,33804720,6955,33804720,19036,4
101929144,LOC101929144,chr19,R,23054822,23061265,33811163,6443,33811163,19037,7
101929164,LOC101929164,chr19,R,23015074,23023697,33819786,8623,33819786,19038,3
101929206,LOC101929206,chr19,F,23832188,23871182,33858780,38994,33858780,19039,3
101929818,LOC101929818,chr19,F,54515663,54527372,33870489,11709,33870489,19040,4
101930071,LOC101930071,chr19,F,42397127,42408452,33881814,11325,33881814,19041,1
101930593,LOC101930593,chr19,F,55160023,55166322,33888113,6299,33888113,19042,4
101954271,RNU6-9,chr19,F,893483,893590,33888220,107,33888220,19043,0
102238594,SPACA6P-AS,chr19,R,51685362,51693456,33896314,8094,33896314,19044,1
102464836,MIR6088,chr19,F,45436653,45436704,33896365,51,33896365,19045,0
102465473,MIR6790,chr19,R,6392920,6392983,33896428,63,33896428,19046,0
102465474,MIR6791,chr19,R,6736711,6736778,33896495,67,33896495,19047,0
102465475,MIR6792,chr19,F,7617438,7617505,33896562,67,33896562,19048,0
102465476,MIR6795,chr19,R,15179282,15179350,33896630,68,33896630,19049,0
102465477,MIR6796,chr19,F,40369845,40369907,33896692,62,33896692,19050,0
102465478,MIR6797,chr19,F,41869626,41869698,33896764,72,33896764,19051,0
102465479,MIR6799,chr19,F,49791865,49791934,33896833,69,33896833,19052,0
102465480,MIR6800,chr19,F,49832017,49832099,33896915,82,33896915,19053,0
102465481,MIR6802,chr19,R,55239911,55239976,33896980,65,33896980,19054,0
102465482,MIR6804,chr19,R,55230884,55230952,33897048,68,33897048,19055,0
102465483,MIR6805,chr19,F,55388180,55388242,33897110,62,33897110,19056,0
102465484,MIR6806,chr19,F,58334687,58334751,33897174,64,33897174,19057,0
102465533,MIR6885,chr19,R,6389637,6389703,33897240,66,33897240,19058,0
102465534,MIR6886,chr19,F,11113473,11113534,33897301,61,33897301,19059,0
102465838,MIR7850,chr19,F,2630714,2630793,33897380,79,33897380,19060,0
102465856,MIR7974,chr19,R,11495543,11495622,33897459,79,33897459,19061,0
102465873,MIR8074,chr19,R,51206928,51207009,33897540,81,33897540,19062,0
102465875,MIR8077,chr19,F,42351130,42351205,33897615,75,33897615,19063,0
102465879,MIR8085,chr19,F,44758656,44758721,33897680,65,33897680,19064,0
102465974,MIR6719,chr19,R,39829715,39829802,33897767,87,33897767,19065,0
102465976,MIR6807,chr19,F,58550284,58550376,33897859,92,33897859,19066,0
102466196,MIR6794,chr19,F,12852259,12852327,33897927,68,33897927,19067,0
102466205,MIR6887,chr19,F,35122699,35122764,33897992,65,33897992,19068,0
102466251,MIR8061,chr19,F,54645308,54645383,33898067,75,33898067,19069,0
102466515,MIR1199,chr19,F,14073360,14073479,33898186,119,33898186,19070,0
102466659,MIR6515,chr19,F,12940483,12940540,33898243,57,33898243,19071,0
102466736,MIR6789,chr19,R,2235828,2235926,33898341,98,33898341,19072,0
102466737,MIR6793,chr19,F,10828972,10829035,33898404,63,33898404,19073,0
102466738,MIR6798,chr19,F,49009905,49009972,33898471,67,33898471,19074,0
102466739,MIR6803,chr19,R,55245185,55245250,33898536,65,33898536,19075,0
102466806,MIR7108,chr19,R,2434913,2435000,33898623,87,33898623,19076,0
102466872,MIR7975,chr19,R,55123224,55123292,33898691,68,33898691,19077,0
102466984,MIR6801,chr19,F,52222019,52222098,33898770,79,33898770,19078,0
102723513,ZNF30-AS1,chr19,R,34923014,34926826,33902582,3812,33902582,19079,2
102723540,LOC102723540,chr19,R,34849047,34860269,33913804,11222,33913804,19080,2
102723617,LOC102723617,chr19,F,35597894,35601501,33917411,3607,33917411,19081,2
102723798,LOC102723798,chr19,F,1162444,1168687,33923654,6243,33923654,19082,4
102723811,LOC102723811,chr19,R,1246267,1248504,33925891,2237,33925891,19083,1
102724105,ZNF528-AS1,chr19,R,52388838,52397757,33934810,8919,33934810,19084,6
102724273,LOC102724273,chr19,R,54146663,54152219,33940366,5556,33940366,19085,3
102724279,LOC102724279,chr19,R,15851992,15864904,33953278,12912,33953278,19086,2
102724290,LOC102724290,chr19,F,54671428,54672828,33954678,1400,33954678,19087,2
102724300,LOC102724300,chr19,R,54785868,54817653,33986463,31785,33986463,19088,2
102724352,LOC102724352,chr19,F,55175310,55177540,33988693,2230,33988693,19089,1
102724360,LOC102724360,chr19,F,18946127,18946836,33989402,709,33989402,19090,1
102724427,LOC102724427,chr19,F,20247267,20257291,33999426,10024,33999426,19091,7
102724436,LOC102724436,chr19,R,20397439,20398579,34000566,1140,34000566,19092,0
102724908,LOC102724908,chr19,F,28606687,28615229,34009108,8542,34009108,19093,3
102724958,LOC102724958,chr19,F,28968467,28970672,34011313,2205,34011313,19094,3
102725176,LOC102725176,chr19,R,47863250,47869359,34017422,6109,34017422,19095,3
102725180,LOC102725180,chr19,F,1168954,1174735,34023203,5781,34023203,19096,2
102725254,LOC102725254,chr19,F,18204738,18205569,34024034,831,34024034,19097,1
103625684,RNU6-2,chr19,F,1021521,1021628,34024141,107,34024141,19098,0
104355426,LENG8-AS1,chr19,R,54444815,54449038,34028364,4223,34028364,19099,2
104472717,LINC01224,chr19,R,23399232,23416074,34045206,16842,34045206,19100,5
105221694,BISPR,chr19,F,17405685,17415736,34055257,10051,34055257,19101,3
105369157,LOC105369157,chr19,R,159549,203999,34099707,44450,34099707,19102,4
105369197,LOC105369197,chr19,R,51803357,51847484,34143834,44127,34143834,19103,5
105369202,LOC105369202,chr19,R,15855339,15863863,34152358,8524,34152358,19104,2
105369211,LOC105369211,chr19,F,11559332,11564088,34157114,4756,34157114,19105,2
105372232,LOC105372232,chr19,R,490309,507459,34174264,17150,34174264,19106,3
105372233,LOC105372233,chr19,R,567432,572148,34178980,4716,34178980,19107,3
105372234,LOC105372234,chr19,F,633859,634335,34179456,476,34179456,19108,1
105372235,LOC105372235,chr19,R,1007926,1008665,34180195,739,34180195,19109,2
105372236,LOC105372236,chr19,R,1262101,1264602,34182696,2501,34182696,19110,2
105372237,LOC105372237,chr19,F,1747995,1748745,34183446,750,34183446,19111,1
105372238,LOC105372238,chr19,R,1940113,1940782,34184115,669,34184115,19112,1
105372239,LOC105372239,chr19,R,2214470,2221969,34191614,7499,34191614,19113,2
105372240,LOC105372240,chr19,R,2268492,2269421,34192543,929,34192543,19114,2
105372241,LOC105372241,chr19,F,2621725,2632747,34203565,11022,34203565,19115,3
105372242,LOC105372242,chr19,R,3065621,3075468,34213412,9847,34213412,19116,4
105372243,LOC105372243,chr19,R,3121310,3125016,34217118,3706,34217118,19117,2
105372244,LOC105372244,chr19,R,3296764,3306949,34227303,10185,34227303,19118,5
105372245,LOC105372245,chr19,F,3496114,3500521,34231710,4407,34231710,19119,5
105372246,LOC105372246,chr19,F,3481893,3490729,34240546,8836,34240546,19120,4
105372247,LOC105372247,chr19,F,3668167,3674402,34246781,6235,34246781,19121,2
105372248,LOC105372248,chr19,R,3761753,3762640,34247668,887,34247668,19122,2
105372249,LOC105372249,chr19,F,4580695,4586023,34252996,5328,34252996,19123,3
105372250,LOC105372250,chr19,F,4722941,4725174,34255229,2233,34255229,19124,4
105372251,LOC105372251,chr19,F,4776493,4782243,34260979,5750,34260979,19125,2
105372252,LOC105372252,chr19,F,5336446,5338448,34262981,2002,34262981,19126,3
105372253,LOC105372253,chr19,F,5293412,5294681,34264250,1269,34264250,19127,1
105372254,LOC105372254,chr19,F,5692218,5693257,34265289,1039,34265289,19128,1
105372255,LOC105372255,chr19,R,6126372,6199572,34338489,73200,34338489,19129,7
105372256,LOC105372256,chr19,R,6901991,6938790,34375288,36799,34375288,19130,2
105372257,LOC105372257,chr19,F,6953210,6954912,34376990,1702,34376990,19131,1
105372258,LOC105372258,chr19,F,7006641,7012524,34382873,5883,34382873,19132,1
105372259,LOC105372259,chr19,R,7075751,7092337,34399459,16586,34399459,19133,2
105372261,LOC105372261,chr19,R,7514352,7524954,34410061,10602,34410061,19134,3
105372262,LOC105372262,chr19,R,7703079,7707221,34414203,4142,34414203,19135,4
105372263,LOC105372263,chr19,F,7770621,7785167,34428749,14546,34428749,19136,5
105372264,LOC105372264,chr19,R,7902648,7903716,34429817,1068,34429817,19137,1
105372265,LOC105372265,chr19,F,7925687,7926793,34430923,1106,34430923,19138,1
105372266,LOC105372266,chr19,F,8008389,8015581,34438115,7192,34438115,19139,3
105372267,LOC105372267,chr19,F,8630644,8677993,34485464,47349,34485464,19140,7
105372268,LOC105372268,chr19,R,9507810,9514673,34492327,6863,34492327,19141,1
105372269,LOC105372269,chr19,F,9435606,9462529,34519250,26923,34519250,19142,3
105372270,LOC105372270,chr19,F,9709645,9722410,34532015,12765,34532015,19143,1
105372271,LOC105372271,chr19,F,10037576,10041022,34535461,3446,34535461,19144,7
105372272,LOC105372272,chr19,R,10260102,10283474,34558833,23372,34558833,19145,4
105372273,LOC105372273,chr19,F,11203627,11216176,34571382,12549,34571382,19146,2
105372274,LOC105372274,chr19,R,11300776,11321262,34591868,20486,34591868,19147,2
105372275,LOC105372275,chr19,F,12116358,12147765,34623275,31407,34623275,19148,2
105372276,LOC105372276,chr19,F,12450439,12460839,34633675,10400,34633675,19149,2
105372277,LOC105372277,chr19,R,12379216,12386256,34640715,7040,34640715,19150,3
105372278,LOC105372278,chr19,F,12552416,12553644,34641943,1228,34641943,19151,1
105372279,LOC105372279,chr19,R,12633082,12640696,34649557,7614,34649557,19152,3
105372280,LOC105372280,chr19,R,12687443,12688820,34650934,1377,34650934,19153,1
105372281,LOC105372281,chr19,F,12826784,12833089,34657239,6305,34657239,19154,1
105372282,LOC105372282,chr19,F,13104204,13105328,34658363,1124,34658363,19155,2
105372283,LOC105372283,chr19,F,13409195,13438775,34687943,29580,34687943,19156,4
105372284,LOC105372284,chr19,R,13684208,13724394,34728129,40186,34728129,19157,9
105372285,LOC105372285,chr19,F,14006899,14008223,34729453,1324,34729453,19158,2
105372286,LOC105372286,chr19,F,14114285,14119432,34734600,5147,34734600,19159,3
105372287,LOC105372287,chr19,R,14267815,14292913,34759698,25098,34759698,19160,4
105372288,LOC105372288,chr19,R,14305457,14325431,34779672,19974,34779672,19161,2
105372289,LOC105372289,chr19,R,14542587,14562887,34799972,20300,34799972,19162,2
105372290,LOC105372290,chr19,R,15827044,15835604,34808532,8560,34808532,19163,2
105372291,LOC105372291,chr19,R,16014135,16015056,34809453,921,34809453,19164,1
105372292,LOC105372292,chr19,F,16065691,16066302,34810064,611,34810064,19165,2
105372293,LOC105372293,chr19,R,16186279,16190513,34814298,4234,34814298,19166,2
105372294,LOC105372294,chr19,R,16382988,16385122,34816432,2134,34816432,19167,1
105372295,LOC105372295,chr19,F,16572506,16578448,34822374,5942,34822374,19168,2
105372296,LOC105372296,chr19,F,16628411,16629722,34823685,1311,34823685,19169,1
105372298,LOC105372298,chr19,R,17378789,17379772,34824668,983,34824668,19170,2
105372299,LOC105372299,chr19,R,17733337,17750695,34842026,17358,34842026,19171,4
105372300,LOC105372300,chr19,F,18317572,18321997,34846451,4425,34846451,19172,2
105372301,LOC105372301,chr19,R,19060830,19063511,34849132,2681,34849132,19173,2
105372304,LOC105372304,chr19,F,19708399,19710547,34851280,2148,34851280,19174,1
105372305,LOC105372305,chr19,R,19700474,19708190,34858996,7716,34858996,19175,2
105372306,LOC105372306,chr19,R,19785838,19791747,34864905,5909,34864905,19176,1
105372307,LOC105372307,chr19,R,19938671,19941223,34867457,2552,34867457,19177,1
105372308,LOC105372308,chr19,R,20030716,20033053,34869794,2337,34869794,19178,2
105372309,LOC105372309,chr19,R,20042287,20053287,34880794,11000,34880794,19179,2
105372310,LOC105372310,chr19,R,20125490,20238810,34994114,113320,34994114,19180,7
105372311,LOC105372311,chr19,F,20214522,20221781,35001373,7259,35001373,19181,2
105372312,LOC105372312,chr19,F,20126124,20127032,35002281,908,35002281,19182,1
105372313,LOC105372313,chr19,R,20238991,20271893,35035183,32902,35035183,19183,2
105372314,LOC105372314,chr19,F,20276133,20284676,35043726,8543,35043726,19184,2
105372315,LOC105372315,chr19,F,20358180,20371817,35057363,13637,35057363,19185,2
105372316,LOC105372316,chr19,F,20473002,20570882,35155243,97880,35155243,19186,2
105372317,LOC105372317,chr19,F,20422250,20454892,35187885,32642,35187885,19187,5
105372318,LOC105372318,chr19,F,20611222,20617784,35194447,6562,35194447,19188,1
105372320,LOC105372320,chr19,R,20864383,20972138,35302202,107755,35302202,19189,6
105372321,LOC105372321,chr19,R,21444103,21464220,35322319,20117,35322319,19190,8
105372322,LOC105372322,chr19,R,21432484,21443021,35332856,10537,35332856,19191,1
105372323,LOC105372323,chr19,F,21594740,21629790,35367906,35050,35367906,19192,5
105372324,LOC105372324,chr19,R,21858669,21874496,35383733,15827,35383733,19193,3
105372325,LOC105372325,chr19,F,21922335,21937618,35399016,15283,35399016,19194,8
105372326,LOC105372326,chr19,F,21902527,21917829,35414318,15302,35414318,19195,6
105372327,LOC105372327,chr19,R,22018222,22046295,35442391,28073,35442391,19196,20
105372329,LOC105372329,chr19,F,22348771,22352462,35446082,3691,35446082,19197,2
105372330,LOC105372330,chr19,R,22328482,22331600,35449200,3118,35449200,19198,2
105372331,LOC105372331,chr19,R,22595381,22596049,35449868,668,35449868,19199,2
105372332,LOC105372332,chr19,F,22900593,22920493,35469768,19900,35469768,19200,5
105372333,LOC105372333,chr19,F,23074944,23102535,35497359,27591,35497359,19201,6
105372334,LOC105372334,chr19,R,23479677,23489468,35507150,9791,35507150,19202,2
105372335,LOC105372335,chr19,F,23402528,23438216,35542838,35688,35542838,19203,4
105372336,LOC105372336,chr19,F,23520826,23522928,35544940,2102,35544940,19204,2
105372337,LOC105372337,chr19,R,23525630,23532679,35551989,7049,35551989,19205,2
105372338,LOC105372338,chr19,F,23549824,23557899,35560064,8075,35560064,19206,2
105372339,LOC105372339,chr19,F,23565584,23569321,35563801,3737,35563801,19207,2
105372340,LOC105372340,chr19,F,23937668,23947817,35573950,10149,35573950,19208,2
105372342,LOC105372342,chr19,F,9405650,9408256,35576556,2606,35576556,19209,2
105372343,LOC105372343,chr19,R,17389068,17394158,35581646,5090,35581646,19210,4
105372345,LOC105372345,chr19,R,27681258,27685262,35585650,4004,35585650,19211,3
105372346,LOC105372346,chr19,R,27983488,28000401,35602563,16913,35602563,19212,5
105372347,LOC105372347,chr19,R,27886280,27909543,35625826,23263,35625826,19213,8
105372348,LOC105372348,chr19,R,27849464,27861940,35638302,12476,35638302,19214,2
105372349,LOC105372349,chr19,F,28444159,28448976,35643119,4817,35643119,19215,2
105372350,LOC105372350,chr19,F,28869399,28879160,35652880,9761,35652880,19216,3
105372351,LOC105372351,chr19,R,29083095,29093051,35662836,9956,35662836,19217,1
105372352,LOC105372352,chr19,F,29213234,29223137,35672739,9903,35672739,19218,4
105372353,LOC105372353,chr19,R,29630263,29665243,35707719,34980,35707719,19219,6
105372354,LOC105372354,chr19,R,30716099,30719674,35711294,3575,35711294,19220,2
105372355,LOC105372355,chr19,F,31023358,31030274,35718210,6916,35718210,19221,1
105372356,LOC105372356,chr19,R,31125852,31139925,35732283,14073,35732283,19222,6
105372357,LOC105372357,chr19,F,31117799,31125767,35740251,7968,35740251,19223,1
105372358,LOC105372358,chr19,F,31143415,31147663,35744499,4248,35744499,19224,2
105372359,LOC105372359,chr19,R,31437566,31438645,35745578,1079,35745578,19225,2
105372360,LOC105372360,chr19,F,31520147,31554795,35780226,34648,35780226,19226,2
105372361,LOC105372361,chr19,F,31713012,31718834,35786048,5822,35786048,19227,4
105372362,LOC105372362,chr19,R,31791074,31797986,35792960,6912,35792960,19228,2
105372363,LOC105372363,chr19,R,32071511,32072099,35793548,588,35793548,19229,2
105372364,LOC105372364,chr19,F,31980164,31985978,35799362,5814,35799362,19230,3
105372365,LOC105372365,chr19,R,31837379,31850720,35812703,13341,35812703,19231,3
105372366,LOC105372366,chr19,R,32347484,32349700,35814919,2216,35814919,19232,1
105372367,LOC105372367,chr19,R,32687088,32691759,35819590,4671,35819590,19233,1
